County,Watercraft,Flood,Other,Perinatal,Cold,Natural,Undetermined,Unrecovered,Total
Brevard1982,2.0,0,0,3.0,0,0.0,4.0,0.0,9.0
Broward1982,2.0,1,0,0.0,0,0.0,1.0,0.0,4.0
Charlotte1982,0.0,0,0,0.0,0,1.0,5.0,0.0,6.0
Citrus1982,0.0,0,0,3.0,0,1.0,0.0,0.0,4.0
Collier1982,3.0,0,0,1.0,0,0.0,1.0,0.0,5.0
Duval1982,1.0,0,0,1.0,0,0.0,1.0,0.0,3.0
Hillsborough1982,1.0,0,0,0.0,0,0.0,2.0,0.0,3.0
Indian River1982,1.0,0,0,1.0,0,0.0,0.0,1.0,3.0
Lake1982,0.0,0,1,0.0,0,0.0,0.0,0.0,1.0
Lee1982,3.0,0,0,1.0,0,38.0,3.0,3.0,48.0
Levy1982,0.0,0,0,1.0,0,0.0,0.0,1.0,2.0
Manatee1982,0.0,0,0,1.0,0,0.0,0.0,0.0,1.0
Martin1982,1.0,0,0,0.0,0,0.0,0.0,1.0,2.0
Miami-Dade1982,0.0,2,0,0.0,0,0.0,2.0,0.0,4.0
Monroe1982,2.0,0,0,0.0,0,0.0,2.0,0.0,4.0
Palm Beach1982,0.0,0,0,1.0,0,0.0,1.0,0.0,2.0
Putnam1982,1.0,0,0,0.0,0,0.0,1.0,0.0,2.0
Sarasota1982,0.0,0,0,1.0,0,0.0,1.0,0.0,2.0
St. Johns1982,1.0,0,0,0.0,0,0.0,2.0,0.0,3.0
St. Lucie1982,0.0,0,0,0.0,0,1.0,1.0,0.0,2.0
Volusia1982,2.0,0,0,0.0,0,0.0,2.0,0.0,4.0
TOTAL:1982,20.0,3,1,14.0,0,41.0,29.0,6.0,114.0
