County/Year,Watercraft,Other/Human,Perinatal,Cold Stress,Natural,Total,Not Necropsied,Flood Gate/Canal Lock,Unrecovered/Undetermined
Collier2000,5.0,0.0,6.0,1.0,8.0,35.0,0.0,0.0,15.0
Dixie2000,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0
Duval2000,4.0,0.0,2.0,2.0,0.0,11.0,0.0,0.0,3.0
Flagler2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Glades2000,3.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0
Hendry2000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hillsborough2000,2.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0
Indian River2000,4.0,0.0,2.0,1.0,1.0,10.0,0.0,0.0,2.0
Lake2000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lee2000,13.0,1.0,8.0,1.0,11.0,44.0,0.0,0.0,10.0
Levy2000,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
Manatee2000,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0
Martin2000,1.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,1.0
Miami-Dade2000,2.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0
Monroe2000,3.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0
Okeechobee2000,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
Palm Beach2000,3.0,0.0,2.0,2.0,1.0,9.0,0.0,0.0,1.0
Pasco2000,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Pinellas2000,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0
Santa Rosa2000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sarasota2000,5.0,0.0,3.0,1.0,0.0,11.0,0.0,0.0,2.0
St. Johns2000,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0
St. Lucie2000,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Volusia2000,4.0,0.0,5.0,1.0,2.0,13.0,0.0,0.0,1.0
Wakulla2000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TOTAL:2000,78.0,8.0,59.0,14.0,37.0,272.0,0.0,8.0,68.0
Brevard2001,7.0,1.0,12.0,3.0,7.0,52.0,0.0,0.0,22.0
Broward2001,4.0,0.0,3.0,1.0,0.0,9.0,0.0,0.0,1.0
Charlotte2001,2.0,0.0,1.0,1.0,5.0,15.0,0.0,0.0,6.0
Citrus2001,1.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,2.0
Clay2001,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0
Collier2001,8.0,0.0,0.0,13.0,1.0,31.0,0.0,0.0,9.0
DeSoto2001,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0
Dixie2001,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
Duval2001,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,3.0
Escambia2001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Flagler2001,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0
Franklin2001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Glades2001,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0
Hendry2001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hillsborough2001,4.0,2.0,4.0,0.0,0.0,15.0,0.0,0.0,5.0
Indian River2001,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0
Lake2001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lee2001,23.0,0.0,6.0,5.0,5.0,51.0,0.0,0.0,12.0
Levy2001,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,1.0
Manatee2001,1.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,3.0
Martin2001,1.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,2.0
Miami-Dade2001,5.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,2.0
Monroe2001,2.0,0.0,2.0,0.0,1.0,13.0,0.0,0.0,8.0
Palm Beach2001,3.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,3.0
Pasco2001,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Pinellas2001,1.0,0.0,1.0,2.0,5.0,9.0,0.0,0.0,0.0
Putnam2001,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Sarasota2001,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
St. Johns2001,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
St. Lucie2001,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0
Taylor2001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Volusia2001,11.0,1.0,5.0,0.0,1.0,27.0,0.0,0.0,9.0
TOTAL:2001,81.0,8.0,61.0,31.0,35.0,325.0,0.0,1.0,108.0
Brevard2002,17.0,0.0,10.0,1.0,8.0,50.0,0.0,0.0,14.0
Broward2002,3.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,4.0
Charlotte2002,4.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,6.0
Citrus2002,3.0,1.0,4.0,0.0,1.0,9.0,0.0,0.0,0.0
Clay2002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Collier2002,6.0,0.0,2.0,0.0,2.0,13.0,0.0,0.0,3.0
Dixie2002,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Duval2002,10.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,3.0
Flagler2002,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
Franklin2002,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Glades2002,1.0,3.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0
Gulf2002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
Hillsborough2002,5.0,1.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0
Indian River2002,2.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,1.0
Lee2002,13.0,2.0,9.0,5.0,16.0,58.0,0.0,0.0,13.0
Levy2002,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Manatee2002,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
Martin2002,2.0,0.0,2.0,2.0,1.0,9.0,0.0,0.0,2.0
Miami-Dade2002,1.0,1.0,0.0,1.0,1.0,9.0,0.0,3.0,2.0
Monroe2002,5.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0
Okaloosa2002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Palm Beach2002,6.0,0.0,3.0,1.0,1.0,14.0,0.0,1.0,2.0
Pinellas2002,2.0,0.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0
Putnam2002,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0
Sarasota2002,4.0,0.0,1.0,0.0,8.0,15.0,0.0,0.0,2.0
St. Johns2002,3.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0
St. Lucie2002,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0
Taylor2002,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Volusia2002,3.0,0.0,4.0,1.0,0.0,13.0,0.0,0.0,5.0
Wakulla2002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
TOTAL:2002,95.0,9.0,53.0,17.0,59.0,305.0,0.0,5.0,67.0
Brevard2003,8.0,0.0,16.0,3.0,1.0,42.0,0.0,0.0,14.0
Broward2003,5.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0
Charlotte2003,3.0,0.0,3.0,3.0,19.0,30.0,0.0,0.0,2.0
Citrus2003,3.0,0.0,2.0,2.0,1.0,10.0,0.0,0.0,2.0
Clay2003,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0
Collier2003,7.0,0.0,6.0,5.0,14.0,37.0,0.0,0.0,5.0
Dixie2003,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Duval2003,4.0,0.0,4.0,3.0,2.0,19.0,0.0,0.0,6.0
Flagler2003,2.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0
Franklin2003,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
Glades2003,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0
Gulf2003,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
Hendry2003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Hernando2003,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hillsborough2003,5.0,1.0,2.0,1.0,0.0,13.0,0.0,0.0,4.0
Indian River2003,1.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0
Lake2003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Lee2003,9.0,0.0,10.0,8.0,45.0,81.0,0.0,0.0,9.0
Levy2003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Manatee2003,3.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,2.0
Martin2003,1.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0
Miami-Dade2003,2.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,4.0
Monroe2003,2.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,6.0
Okeechobee2003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Palm Beach2003,5.0,0.0,2.0,2.0,0.0,12.0,0.0,0.0,3.0
Pasco2003,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
Pinellas2003,4.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0
Putnam2003,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0
Sarasota2003,1.0,0.0,3.0,4.0,13.0,22.0,0.0,0.0,1.0
St. Johns2003,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0
Volusia2003,2.0,1.0,7.0,1.0,0.0,14.0,0.0,0.0,3.0
TOTAL:2003,73.0,7.0,71.0,47.0,102.0,380.0,0.0,3.0,77.0
Bay2004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Brevard2004,11.0,2.0,28.0,7.0,3.0,65.0,0.0,0.0,14.0
Broward2004,1.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,2.0
Charlotte2004,4.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0
Citrus2004,1.0,0.0,1.0,2.0,1.0,7.0,0.0,0.0,2.0
Clay2004,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Collier2004,5.0,0.0,4.0,6.0,2.0,23.0,0.0,0.0,6.0
Dixie2004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Duval2004,5.0,0.0,4.0,1.0,0.0,15.0,0.0,0.0,5.0
Flagler2004,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0
Glades2004,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0
Gulf2004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hendry2004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hernando2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hillsborough2004,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0
Indian River2004,1.0,1.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0
Lake2004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Lee2004,13.0,0.0,9.0,11.0,7.0,51.0,0.0,0.0,11.0
Levy2004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Manatee2004,3.0,0.0,2.0,4.0,2.0,11.0,0.0,0.0,0.0
Martin2004,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0
Miami-Dade2004,2.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0
Monroe2004,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,4.0
Okeechobee2004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Palm Beach2004,3.0,1.0,0.0,2.0,1.0,9.0,0.0,0.0,2.0
Pasco2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pinellas2004,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
Putnam2004,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Sarasota2004,2.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,2.0
Seminole2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
St. Johns2004,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0
St. Lucie2004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Volusia2004,3.0,0.0,7.0,2.0,0.0,13.0,0.0,0.0,1.0
Wakulla2004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Walton2004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TOTAL:2004,69.0,5.0,71.0,50.0,22.0,276.0,0.0,3.0,56.0
Bay2005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Brevard2005,6.0,2.0,26.0,6.0,6.0,57.0,0.0,0.0,11.0
Broward2005,2.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,4.0
Charlotte2005,2.0,0.0,2.0,0.0,13.0,22.0,0.0,0.0,5.0
Citrus2005,6.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,3.0
Clay2005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Collier2005,4.0,0.0,8.0,11.0,1.0,34.0,0.0,0.0,10.0
Dixie2005,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Duval2005,4.0,0.0,2.0,2.0,0.0,14.0,0.0,0.0,6.0
Flagler2005,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Glades2005,1.0,0.0,0.0,0.0,1.0,9.0,0.0,3.0,4.0
Hendry2005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hernando2005,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Hillsborough2005,5.0,2.0,4.0,0.0,1.0,15.0,0.0,0.0,3.0
Indian River2005,5.0,1.0,4.0,1.0,2.0,16.0,0.0,0.0,3.0
Lee2005,12.0,0.0,10.0,4.0,29.0,75.0,0.0,2.0,18.0
Levy2005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Manatee2005,2.0,0.0,1.0,1.0,5.0,11.0,0.0,0.0,2.0
Martin2005,0.0,0.0,3.0,2.0,1.0,9.0,0.0,1.0,2.0
Miami-Dade2005,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
Monroe2005,3.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,3.0
Okeechobee2005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Palm Beach2005,6.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0
Pasco2005,1.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0
Pinellas2005,5.0,0.0,1.0,0.0,5.0,14.0,0.0,0.0,3.0
Sarasota2005,2.0,0.0,1.0,0.0,17.0,20.0,0.0,0.0,0.0
St. Johns2005,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
St. Lucie2005,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,6.0
Taylor2005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Volusia2005,8.0,0.0,8.0,1.0,2.0,22.0,0.0,0.0,3.0
Wakulla2005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
TOTAL:2005,79.0,8.0,89.0,31.0,88.0,396.0,0.0,6.0,95.0
Brevard2006,22.0,2.0,23.0,4.0,14.0,87.0,0.0,0.0,22.0
Broward2006,6.0,1.0,1.0,1.0,2.0,15.0,0.0,0.0,4.0
Charlotte2006,1.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,6.0
Citrus2006,2.0,1.0,2.0,1.0,1.0,10.0,0.0,0.0,3.0
Clay2006,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0
Collier2006,1.0,0.0,1.0,2.0,5.0,15.0,0.0,0.0,6.0
Duval2006,8.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0,2.0
Flagler2006,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
Glades2006,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Gulf2006,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hendry2006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hernando2006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hillsborough2006,5.0,0.0,4.0,2.0,3.0,16.0,0.0,0.0,2.0
Indian River2006,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0
Lake2006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Lee2006,21.0,0.0,6.0,4.0,22.0,82.0,0.0,0.0,29.0
Levy2006,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Manatee2006,3.0,0.0,1.0,1.0,4.0,10.0,0.0,0.0,1.0
Martin2006,5.0,0.0,5.0,0.0,1.0,17.0,0.0,1.0,5.0
Miami-Dade2006,1.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,2.0
Monroe2006,2.0,1.0,1.0,0.0,9.0,43.0,0.0,0.0,30.0
Okaloosa2006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Palm Beach2006,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,4.0
Pasco2006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Pinellas2006,1.0,0.0,3.0,0.0,2.0,9.0,0.0,0.0,3.0
Putnam2006,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Sarasota2006,6.0,0.0,4.0,1.0,5.0,20.0,0.0,0.0,4.0
St. Johns2006,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0
St. Lucie2006,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0
Taylor2006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Volusia2006,3.0,1.0,9.0,0.0,5.0,22.0,0.0,0.0,4.0
TOTAL:2006,92.0,6.0,70.0,22.0,80.0,417.0,0.0,3.0,144.0
Bay2007,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Brevard2007,10.0,1.0,21.0,3.0,17.0,57.0,0.0,0.0,5.0
Broward2007,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
Charlotte2007,3.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,2.0
Citrus2007,5.0,0.0,3.0,0.0,2.0,12.0,0.0,0.0,2.0
Clay2007,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Collier2007,6.0,1.0,2.0,0.0,2.0,16.0,0.0,0.0,5.0
Dixie2007,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Duval2007,2.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,3.0
Flagler2007,2.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,2.0
Franklin2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Gilchrist2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Glades2007,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,5.0
Hernando2007,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Hillsborough2007,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
Indian River2007,0.0,0.0,3.0,0.0,1.0,7.0,0.0,0.0,3.0
Lee2007,14.0,0.0,5.0,4.0,45.0,91.0,0.0,0.0,23.0
Manatee2007,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
Martin2007,2.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0
Miami-Dade2007,4.0,2.0,1.0,0.0,4.0,13.0,0.0,0.0,2.0
Monroe2007,3.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,4.0
Nassau2007,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Palm Beach2007,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0
Pasco2007,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Pinellas2007,3.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,2.0
Putnam2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Sarasota2007,0.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0
St. Johns2007,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
St. Lucie2007,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Taylor2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Volusia2007,8.0,0.0,9.0,0.0,4.0,26.0,0.0,0.0,5.0
TOTAL:2007,73.0,5.0,59.0,18.0,82.0,317.0,0.0,2.0,78.0
Brevard2008,10.0,0.0,33.0,9.0,7.0,72.0,0.0,0.0,13.0
Broward2008,3.0,0.0,3.0,1.0,0.0,10.0,0.0,0.0,3.0
Charlotte2008,3.0,0.0,5.0,0.0,2.0,10.0,0.0,0.0,0.0
Citrus2008,8.0,0.0,6.0,0.0,5.0,22.0,0.0,0.0,3.0
Clay2008,0.0,0.0,3.0,1.0,1.0,7.0,0.0,0.0,2.0
Collier2008,6.0,0.0,3.0,1.0,2.0,17.0,0.0,0.0,5.0
Dixie2008,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Duval2008,11.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,1.0
Escambia2008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Flagler2008,1.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,2.0
Franklin2008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Glades2008,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
Hillsborough2008,1.0,1.0,6.0,1.0,0.0,12.0,0.0,0.0,3.0
Indian River2008,2.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,3.0
Lake2008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lee2008,14.0,1.0,7.0,5.0,4.0,45.0,0.0,0.0,14.0
Levy2008,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0
Manatee2008,1.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,2.0
Martin2008,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0
Miami-Dade2008,2.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,4.0
Monroe2008,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,3.0
Okeechobee2008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Palm Beach2008,6.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0
Pasco2008,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pinellas2008,7.0,0.0,3.0,0.0,1.0,14.0,0.0,0.0,3.0
Putnam2008,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0
Sarasota2008,2.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,2.0
Seminole2008,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
St. Johns2008,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0
St. Lucie2008,2.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0
Volusia2008,7.0,1.0,12.0,1.0,1.0,26.0,0.0,0.0,4.0
TOTAL:2008,90.0,6.0,101.0,27.0,34.0,337.0,0.0,3.0,76.0
Brevard2009,7.0,2.0,48.0,13.0,9.0,107.0,0.0,2.0,26.0
Broward2009,3.0,1.0,0.0,4.0,3.0,15.0,0.0,0.0,4.0
Charlotte2009,2.0,0.0,2.0,2.0,2.0,11.0,0.0,0.0,3.0
Citrus2009,2.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0
Clay2009,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Collier2009,5.0,0.0,4.0,7.0,2.0,27.0,0.0,0.0,9.0
DeSoto2009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Duval2009,8.0,0.0,3.0,1.0,0.0,14.0,0.0,0.0,2.0
Flagler2009,1.0,0.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0
Glades2009,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
Hendry2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hernando2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hillsborough2009,7.0,0.0,2.0,0.0,2.0,13.0,0.0,0.0,2.0
Indian River2009,2.0,0.0,5.0,3.0,2.0,18.0,0.0,0.0,6.0
Lake2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Lee2009,19.0,1.0,11.0,5.0,5.0,60.0,0.0,1.0,18.0
Levy2009,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0
Manatee2009,5.0,1.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0
Martin2009,6.0,0.0,3.0,3.0,1.0,15.0,0.0,0.0,2.0
Miami-Dade2009,2.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,5.0
Monroe2009,3.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,4.0
Nassau2009,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Okeechobee2009,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Palm Beach2009,4.0,1.0,1.0,3.0,1.0,16.0,0.0,0.0,6.0
Pinellas2009,6.0,0.0,2.0,1.0,3.0,12.0,0.0,0.0,0.0
Sarasota2009,4.0,0.0,7.0,0.0,1.0,17.0,0.0,0.0,5.0
Seminole2009,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
St. Johns2009,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
St. Lucie2009,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,6.0
Volusia2009,4.0,1.0,12.0,6.0,0.0,31.0,0.0,0.0,8.0
Wakulla2009,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TOTAL:2009,97.0,7.0,114.0,56.0,37.0,429.0,0.0,5.0,113.0
Brevard2010,13.0,0.0,32.0,90.0,3.0,184.0,0.0,1.0,45.0
Broward2010,4.0,0.0,4.0,9.0,1.0,27.0,0.0,0.0,9.0
Charlotte2010,6.0,0.0,4.0,5.0,0.0,22.0,0.0,0.0,7.0
